mol_id,smiles
TOX889,C=Cc1ccc(C)cc1
TOX4038,OCC(Cl)CCl
TOX3323,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
TOX6446,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
TOX21460,O=C(O)c1cccc(C(F)(F)F)c1
TOX7122,COC(OC)OC
TOX27404,CN(C)CCN(Cc1cccs1)c1ccccn1.CN(C)CCN(Cc1cccs1)c1ccccn1
TOX27156,CCC(C)C1N=C(C)C(C)S1
TOX27155,N[C@@H](CCC(=O)O)C(=O)O
TOX27152,CCCC(=O)OC/C=C(\C)CCC=C(C)C
TOX24830,CC(C)(O)C(=O)c1ccccc1
TOX24831,CCCCOC(=O)C(C)OC(=O)CCC
TOX24832,COC(C=C(C)CCC=C(C)C)OC
TOX21809,O=S(=O)(O)NC1CCCCC1
TOX2975,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O
TOX1440,C=CN1CCCC1=O
TOX9279,O=C(O)c1cc(C(=O)O)cc(S(=O)(=O)[O-])c1
TOX2605,CC(C)CCON=O
TOX14383,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)[O-])n1
TOX14382,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C
TOX25128,COc1ccc(C(=O)N2CCCC2=O)cc1
TOX28751,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
TOX28752,Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1
TOX899,O=[Mo](=O)=O
TOX7133,CCOP(=S)(S)OCC
TOX4814,Cc1ccc(Cl)cc1
TOX1866,CCCCOC(=O)CCCCC(=O)OCCCC
TOX1864,Cc1ccc(O)c(C)c1
TOX1868,Cc1ccc(C)cc1
TOX25746,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC
TOX321,C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1
TOX322,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
TOX325,C[N+](C)(C)CCO
TOX326,O=[Cr]O[Cr]=O
TOX329,CN/C(=N\C#N)NCCSCc1nc[nH]c1C
TOX7544,CC=CC(=O)O
TOX29006,CNC(=N)NC(=O)Nc1c(C)cccc1C
TOX29009,[NH3+]c1ccccc1
TOX21783,NC(=S)c1c(Cl)cccc1Cl
TOX27523,CC(C)c1ccc(S(=O)(=O)[O-])cc1
TOX27526,CCCCCCCCCCCCCCCS(=O)(=O)Oc1ccccc1
TOX27525,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21
TOX27524,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
TOX6224,COCCOCCOCCOC
TOX2886,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
TOX4660,Cc1ccccc1Br
TOX26343,CC(O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
TOX26419,CCC(=O)Nc1ccc(O)cc1
TOX26946,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
TOX22254,CCCCCCCCCCCCCCCC(=O)NCCO
TOX27095,CCOC(=O)CCc1ccccc1
TOX27093,CCCCCC#CC(=O)OC
TOX27091,CCC(=O)OC(C)c1ccccc1
TOX1278,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
TOX9062,CCC(OCCCOC)OC(C)=O
TOX7301,NC1CCCCC1N
TOX7302,O=C(Cl)c1c(Cl)c(Cl)c(C(=O)Cl)c(Cl)c1Cl
TOX7308,CCCCC(CC)C(=O)Cl
TOX7309,CCOCCC(=O)OCC
TOX1053,CN(N=O)c1ccccc1
TOX1056,O=NN1CCOCC1
TOX668,O=S1OCCO1
TOX664,OCC(O)CCl
TOX24389,COC(C)(C)CCO
TOX662,OCC(O)CO
TOX5220,CCCCCCCCCCCCS
TOX3101,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O
TOX6557,OCCN(CCO)c1cccc(Cl)c1
TOX25376,N=C(N)NC(=N)N1CCOCC1
TOX25372,CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
TOX14627,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl
TOX1347,O=c1cc[nH]c(=S)[nH]1
TOX6880,CC(=O)OCCOC(C)=O
TOX6888,C1=CCCC=CCC1
TOX6889,CCCCCCCCCCCC(=O)OC
TOX1343,N#C[S-]
TOX30037,COc1ccccc1N1CCNCC1
TOX29270,CCC[N+]1(C)CCCC1
TOX29273,CCCCCCCCCCCCCCCCI
TOX29276,CCC[N+]1(C)CCCC1
TOX29278,BrCCOc1ccccc1
TOX22061,CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
TOX22060,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2
TOX22062,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
TOX7933,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C
TOX4370,CC(C)CC(C)(C)C
TOX4376,CCCSC(=O)N(CCC)CCC
TOX4018,COc1c(Cl)ccc(Cl)c1C(=O)O
TOX4014,ClC(Cl)(Br)Br
TOX4012,Brc1ccc(Br)cc1
TOX21446,OC1CCCCC1c1ccccc1
TOX21440,CCC(C)COC(=O)CC(C)C
TOX21441,Cc1ccccc1OCC(=O)O
TOX27134,CC=CC(=O)CCCC
TOX27427,CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl
TOX27138,CC(C)(C)c1ccccc1
TOX5427,CC(C)(O)C#N
TOX5423,NCCNCCO
TOX1427,CCOC(N)=O
TOX1426,NC(N)=O
TOX1424,O=c1cc[nH]c(=O)[nH]1
TOX9211,O=C(O)c1ccc2cc(C(=O)O)ccc2c1
TOX24818,CCCCCCC(CO)CCCC
TOX28518,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1
TOX28516,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1
TOX24815,CCCCOC(=O)CCCCCCCC(=O)OCCCC
TOX25141,CN(C)CCOC(=O)COc1ccc(Cl)cc1
TOX4447,C=CCOC(=O)CCCCCCCC
TOX4449,C=CCNC(N)=S
TOX7113,CC(C)C(O)C(C)(C)CO
TOX3356,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12
TOX24762,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
TOX24764,CC(C)C(=O)OCCc1ccccc1
TOX24765,CC(=O)OCC=Cc1ccccc1
TOX1848,CCNc1cccc(C)c1
TOX1847,c1ccc(Oc2ccccc2)cc1
TOX1841,CNc1ccccc1
TOX1843,N#Cc1ccccn1
TOX1842,ON=C1CCCCC1
TOX21270,CC(=O)OCCC(C)CC(C)(C)C
TOX21275,CCCCCCCCCCCC(=O)OCC(O)CO
TOX29068,CCCC[n+]1cccc(C)c1
TOX29064,Cc1nc2ccccc2s1
TOX29063,CCCn1cc[n+](C)c1
TOX1653,CCCCC=O
TOX1654,O=C(O)CCCC(=O)O
TOX8666,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C
TOX8663,CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC
TOX24369,CN(C)c1ccncc1
TOX17626,O=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
TOX27305,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N
TOX541,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
TOX930,CN1CCC[C@H]1c1cccnc1
TOX26434,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
TOX27426,C=C(C)C1CC=C(C)C(=O)C1
TOX27424,O=C1CCCCC1C1CCCCC1
TOX27422,CCC(=O)C1CC(C(C)C)CC=C1C
TOX27420,COc1cc(CCC(C)=O)ccc1O
TOX26051,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
TOX1212,O=C(O)c1ccc(O)c(O)c1
TOX1216,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
TOX7328,O=S(=O)([O-])CO
TOX21529,CC(=O)Nc1ccc(S(N)(=O)=O)cc1
TOX24488,N#CC1(N)CCCCC1
TOX28651,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1
TOX13649,COC(=O)CC#N
TOX24484,CC(C)CCCCCCN
TOX24486,CC(C)NC(=O)NC(C)C
TOX24375,C=CCOCC(O)CO
TOX24374,CC(=O)c1ccc(C)cc1
TOX24371,O=S(=O)(O)CCCN1CCOCC1
TOX24370,CCCCNc1ccccc1
TOX7386,C=CC(=O)OCCCCCCCC(C)C
TOX24378,CCCCC(CC)COC(=O)CC#N
TOX6183,CCCCN(CCCC)CCCC
TOX2741,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1
TOX25685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O
TOX25687,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
TOX25680,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1
TOX25688,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1
TOX5249,CCCCCCCCCCCCC1CO1
TOX3113,COc1ccccc1O
TOX5240,C=CC1CO1
TOX5113,CC(C)CC(C)N
TOX25429,CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12
TOX12513,Cc1cc(C)n(CO)n1
TOX12511,CCN1CN(CC)CN(CC)C1
TOX25351,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
TOX421,Cl[C@H]1OCCO[C@@H]1Cl
TOX420,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1
TOX428,O=C(O)C(Cl)Cl
TOX1980,CCCCCC(=O)OCC
TOX1982,CCCCOC(C)=O
TOX7916,CCC(C)(CCC(C)C)C(=O)O
TOX2472,CCCCc1ccccc1
TOX21424,CC(C)CCCC(C)(C)O
TOX21425,CCC/C=C/C=O
TOX21420,O=C(O)c1ccco1
TOX21423,C=CN1CCCCCC1=O
TOX1901,CCCOC(C)=O
TOX27440,CC(C)c1ccc(C#N)cc1
TOX27117,Cl[Yb](Cl)Cl
TOX8120,C=CC(C)(C)CC(=O)OC
TOX5403,CCCCCCOC(=O)c1ccccc1
TOX5406,C=C(C)C(=O)OCCCCCC
TOX9189,N=C(N)N.N=C(N)N.O=C(O)O
TOX5740,O=C(Cl)c1cccc([N+](=O)[O-])c1
TOX1596,CCCCCCCCCCCCCCCCC(=O)O
TOX14005,NS(=O)(=O)O
TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O
TOX9231,CC(CO)CO
TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC
TOX9234,C=CC(C)CCC=C(C)C
TOX9235,C=CCCCCCCCCCCC
TOX28824,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12
TOX25164,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
TOX25167,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
TOX25166,CCN(CC)CC(=O)Nc1c(C)cccc1C
TOX25163,O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1
TOX25162,CCn1ccnc1CC1COc2ccccc2O1
TOX25169,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
TOX90,Nc1ccccc1
TOX97,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl
TOX94,Nc1ccccc1C(=O)O
TOX28799,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
TOX28798,CCN[C@H](C)Cc1cccc(C(F)(F)F)c1
TOX28792,C[C@H](N)C(=O)c1ccccc1
TOX28795,CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C
TOX28794,CCN[C@@H](C)Cc1ccccc1
TOX28797,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1
TOX1156,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
TOX24511,CCCOC(=O)CCCCC(=O)OCCC
TOX2171,CCCCCCCCCCN
TOX24748,O=C(c1ccccc1)C1(O)CCCCC1
TOX24746,CC(C)OC(=O)c1ccccc1
TOX3376,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
TOX17696,CN/C=N/c1ccc(C)cc1C
TOX24740,CC(C)OC(=O)CCC(=O)OC(C)C
TOX3372,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
TOX23919,OC[C@H](O)[C@H](O)CO
TOX363,ON=C1CCCC1
TOX369,CN(C)N=Nc1nc[nH]c1C(N)=O
TOX21210,CC1=CCC(C(C)C)=CC1
TOX24811,Cc1cc(Cl)ccc1/N=C/N(C)C
TOX26457,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
TOX26451,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F
TOX24365,CC(C)(C)NC(N)=O
TOX7496,O=C([O-])COc1ccc(Cl)cc1Cl
TOX24493,CCO[Si](CCCNC(N)=O)(OCC)OCC
TOX24490,COC(=O)c1sccc1S(N)(=O)=O
TOX24491,NC(=O)CN1CCCC1=O
TOX1238,Oc1cccc(O)c1
TOX27582,CCCCCCOC(=O)CC
TOX27585,CC/C=C\CCOC(=O)C(C)C
TOX27584,CCCCCC(=O)OCCc1ccccc1
TOX1231,Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C
TOX4600,C[N+](C)(C)Cc1ccccc1
TOX28495,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2
TOX1097,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12
TOX24359,O=C1CCCCCCCCCCCCCCO1
TOX24356,OCCNCc1ccccc1
TOX24352,COC(=O)Cc1ccccc1
TOX27917,CC[N+]1(C)CCCC1
TOX29346,CCCCCCCCCCCCCC/C(O)=N\C(CO)CCCCCCCCCCCCCC
TOX2764,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
TOX3495,C[n+]1ccccc1/C=N/O
TOX3496,CCCN[C@H]1CCc2nc(N)sc2C1
TOX2544,CC(=O)Nc1nnc(S(N)(=O)=O)s1
TOX2543,CC(=O)Nc1ccccc1
TOX622,[Fe+3]
TOX627,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
TOX626,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
TOX628,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
TOX6513,O=C1NC(=O)C2CC=CCC12
TOX6516,O=C1OC(=O)C2CC=CCC12
TOX6514,O=C1NC(=O)c2ccccc21
TOX6515,O=C1OC(=O)C2CCCCC12
TOX14664,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1
TOX14665,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O
TOX199,CCBr
TOX190,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21
TOX194,OB(O)O
TOX3143,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12
TOX3632,O=C(O)[C@H](O)[C@@H](O)C(=O)O
TOX7640,O=C(O)CC(O)C(=O)O
TOX14930,CCOP(=O)(SC(C)CC)N1CCSC1=O
TOX14936,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1
TOX24768,Cn1c(=O)c2[nH]c(Br)nc2n(C)c1=O
TOX24769,CC(C=O)Cc1ccc(C(C)C)cc1
TOX21403,COc1ccc(OC)c(Cl)c1
TOX21400,CCCCC(CC)(CO)CO
TOX21405,NC(=O)c1ccc([N+](=O)[O-])cc1Cl
TOX27461,Nc1cccnc1
TOX27466,CC(C)OCCO
TOX27467,C[N+](C)(C)CCO
TOX5469,CC(C)CCO
TOX5461,C=C(C)C(=O)OCC(C)C
TOX2948,COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1
TOX5724,CC(=O)c1ccc([N+](=O)[O-])cc1
TOX5725,Nc1cccc([N+](=O)[O-])c1
TOX1547,CC(=O)CCl
TOX5661,C=C(C)c1ccccc1
TOX12891,O=C(Cl)c1c(Cl)cccc1Cl
TOX22170,C1CN(CCOCCN2CCOCC2)CCO1
TOX20110,CCOC(=O)CC
TOX20114,C=CC(=O)NC(C)(C)C
TOX5096,COC(=O)CCCCC(=O)OC
TOX5094,COCCOC(=O)c1ccccc1C(=O)OCCOC
TOX1396,CN1C(=O)OC(C)(C)C1=O
TOX1393,OCCOCCOCCO
TOX1392,OCCN(CCO)CCO
TOX1398,Cc1cc(C)c(N)cc1C
TOX14490,N#CN
TOX4413,CC(=O)Nc1ccccc1C
TOX4412,CC(=O)Nc1cccc(C)c1
TOX13564,CC1=C2[C@H](/C=C(\C)C(=O)O)CC[C@@H](C)[C@H]2[C@H](O)C1
TOX24725,CCCCOC(=O)CO
TOX24727,CN(C1CCCCC1)C1CCCCC1
TOX24720,Cc1ccnc(N)c1
TOX24723,CC(=O)O[AlH3](O)O
TOX3826,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1
TOX22406,COS(=O)(=O)[O-]
TOX28119,CCCCC(CC)COC(=O)/C=C/c1ccc(OC)cc1
TOX18831,COCCOC(=O)CC#N
TOX1767,COC(C)=O
TOX21232,CC(C)c1cc(C(C)C)cc(C(C)C)c1
TOX21238,NCC1CCCC(CN)C1
TOX12878,CC(O)CC(C)O
TOX11956,CCCNC(C)C(=O)Nc1ccccc1C
TOX4254,c1ccc2c(c1)ccc1ccccc12
TOX24934,CN1C(=O)N(C)C(O)C1O
TOX24932,CC(C)c1ccc(S(=O)(=O)O)cc1
TOX4621,COCCOCCOC
TOX21273,O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1
TOX28720,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1
TOX20614,CC(=O)C(=O)[O-]
TOX27197,CC(=O)OC1C2(C)CCC(C2)C1(C)C
TOX28472,O=S(=O)([O-])[O-].[Li+].[Li+]
TOX28474,CCCCCBr
TOX27709,CC1CCC(=O)C1=O
TOX28726,CCN1C(=O)c2ccccc2C1Nc1ccc(OCCN2CCCCC2)cc1
TOX27702,CSSc1ccoc1C
TOX27701,Cc1occc(=O)c1OC(=O)C(C)C
TOX27706,CCC(=O)OCc1ccc(OC)cc1
TOX27704,CCCC1CCOC(C)S1
TOX28619,CC(C)NCC(O)c1ccc([N+](=O)[O-])cc1
TOX1615,CS(=O)(=O)Cl
TOX1617,Cc1cccc(C(=O)O)c1
TOX1610,O=C(O)c1cccc(O)c1
TOX1618,Cc1ccc(C(=O)O)cc1
TOX5286,COCCOC
TOX5285,CCOCCOCC
TOX13179,O=C(O)CCC(=O)C(=O)O
TOX605,CCCCC(CC)CO
TOX604,C1CC2OC2CC1C1CO1
TOX12556,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl
TOX25461,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
TOX25469,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
TOX9059,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
TOX1948,CNC(=O)Oc1ccccc1OC(C)C
TOX1947,CCCCCCCCCCCCCO
TOX1940,CCCCCCCCO
TOX1941,CCOCCOCCO
TOX1943,CCCCCCCCCC(C)=O
TOX7729,CC12CCCC=C1C(=O)OC2=O
TOX3618,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
TOX3616,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1
TOX3615,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
TOX3612,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1
TOX3613,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
TOX3611,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
TOX4394,CC(=O)O
TOX4395,CC(=O)OC(C)=O
TOX4392,CC(=O)Nc1ccc(C(=O)O)cc1
TOX4399,CC(=O)C(C)O
TOX7625,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1
TOX21396,CCC(C)S
TOX26287,Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1
TOX26281,Cc1c(Cn2ccnc2)c2ccccc2n1CCC(=O)O
TOX26282,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O
TOX26288,CN1CCN(C(=O)C2CCCCC2)CC1
TOX5449,O=[N+]([O-])c1cccc(I)c1
TOX6935,CCCCCCCCCCCCCCCCCCO
TOX9149,CCCCCCCCCCCCCCCC(=O)OC
TOX9145,COC(=O)CC(=O)OC
TOX9146,CN1CCOCC1
TOX9143,CCCC(C)C
TOX5709,[Ni+2].c1cc[cH-]c1.c1cc[cH-]c1
TOX26861,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
TOX26864,N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
TOX28867,c1cnc2cc3c(cc2n1)C1CNCC3C1
TOX1378,O=C(O)C(Cl)(Cl)Cl
TOX1377,FC(F)(Cl)C(F)(Cl)Cl
TOX1375,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC
TOX1374,BrC(Br)Br
TOX1117,Cc1cc(=O)n(-c2ccccc2)n1C
TOX1116,CCOc1ccc(NC(C)=O)cc1
TOX2138,CC/C=C/CCO
TOX2130,O=Cc1ccc(Cl)cc1Cl
TOX2137,CC/C=C\CCO
TOX3846,COP(=O)(NC(C)=O)SC
TOX24703,N#Cc1ccc(Cl)cc1
TOX24252,CC(C)CCCC(=O)O
TOX24701,COC(=O)c1ccccc1Cl
TOX18810,C=C[Si](C)(C)O[Si](C)(C)C=C
TOX3261,CCCC(C)(COC(N)=O)COC(N)=O
TOX3269,Cc1cc(C)cc(OCC2CNC(=O)O2)c1
TOX13401,O=C(O[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C(=O)O)c1ccccc1
TOX4896,CNC.O=C(O)COc1ccc(Cl)cc1Cl
TOX4890,Cc1ccc(C(C)(C)O)cc1
TOX6729,CCCC(=O)OC(=O)CCC
TOX6728,CC(C)=CCC/C(C)=C\CO
TOX6726,CC(C)=CCCC(C)CCO
TOX29378,CCCCON=O
TOX29371,C1CS1
TOX4272,CSc1nc(NC(C)C)nc(NC(C)C)n1
TOX26491,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
TOX4640,Brc1ccc(-c2ccccc2)cc1
TOX29095,NC(CCC(=O)O)C(=O)O
TOX21613,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1
TOX21610,O=C[C@@H](O)[C@H](O)[C@H](O)CO
TOX24131,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
TOX24132,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
TOX24670,Clc1cccc(Cl)c1N=C1NCCN1
TOX27725,c1ccc2c(c1)sc1ccccc12
TOX27729,Oc1ccccc1F
TOX27728,Fc1ccccc1-c1ccccc1
TOX1584,CC(C)=CC(=O)C=C(C)C
TOX1585,CC(C)(CCC(=O)O)C(=O)O
TOX1586,CC(=O)CCC=C(C)CCC=C(C)C
TOX1581,CC(C)(CC(=O)O)C(=O)O
TOX1583,CC(=O)C(C)=O
TOX9353,CC(=O)C1=C(C)[C@@H]2C[C@]3(C1)[C@@H](CC[C@H]3C)C2(C)C
TOX9607,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C
